Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon
Iceland,ISL,2012,0.3115464,Undefined
Iceland,ISL,2013,0.30861863,Undefined
Iceland,ISL,2014,0.3052098,Undefined
Iceland,ISL,2015,0.9061815,Undefined
Iceland,ISL,2016,0.29790765,Undefined
Iceland,ISL,2017,0.87302697,Undefined
Iceland,ISL,2018,0.8499884,Undefined
Iceland,ISL,2019,0.27718145,Undefined
Iceland,ISL,2020,1.3636277,Very Low
Iceland,ISL,2021,0.5400516,Undefined
India,IND,1990,5.0734553,Medium
India,IND,1991,5.46425,Medium
India,IND,1992,5.474815,Medium
India,IND,1993,5.175898,Medium
India,IND,1994,5.020619,Medium
India,IND,1995,4.810433,Low
India,IND,1996,4.7709646,Low
India,IND,1997,4.7307525,Low
India,IND,1998,4.825762,Low
India,IND,1999,4.5921187,Low
India,IND,2000,4.5456276,Low
India,IND,2001,4.3022475,Low
India,IND,2002,4.1642046,Low
India,IND,2003,3.967281,Low
India,IND,2004,4.0914764,Low
India,IND,2005,3.9055507,Low
India,IND,2006,3.8350396,Low
India,IND,2007,3.8129203,Low
India,IND,2008,3.8118565,Low
India,IND,2009,3.744892,Low
India,IND,2010,3.744921,Low
India,IND,2011,3.788104,Low
India,IND,2012,3.7252629,Low
India,IND,2013,3.5533159,Low
India,IND,2014,3.6225762,Low
India,IND,2015,3.3543067,Low
India,IND,2016,3.1614263,Low
India,IND,2017,3.0288827,Low
India,IND,2018,2.993784,Low
India,IND,2019,2.926661,Low
India,IND,2020,2.9111555,Low
India,IND,2021,2.9362788,Low
Indonesia,IDN,1998,0.84577996,Undefined
Indonesia,IDN,1999,0.99053586,Undefined
Indonesia,IDN,2000,1.0295581,Very Low
Indonesia,IDN,2003,0.7329205,Undefined
Indonesia,IDN,2004,0.62804675,Undefined
Iran,IRN,2009,2.9802475,Low
Iran,IRN,2013,2.596263,Low
Iran,IRN,2014,2.42116,Low
Iraq,IRQ,1990,6.614423,Medium
Iraq,IRQ,1991,6.5615554,Medium
Iraq,IRQ,1992,7.5983076,Medium
Iraq,IRQ,1993,5.7940016,Medium
Iraq,IRQ,1994,6.2573857,Medium
Iraq,IRQ,2008,15.729824,High
Iraq,IRQ,2009,8.432093,Medium
Iraq,IRQ,2010,8.607103,Medium
Iraq,IRQ,2011,8.1351385,Medium
Iraq,IRQ,2012,7.9641047,Medium
Iraq,IRQ,2013,9.410459,Medium
Ireland,IRL,1990,0.48775247,Undefined
Ireland,IRL,1991,0.656242,Undefined
Ireland,IRL,1992,0.70854306,Undefined
Ireland,IRL,1993,0.64867306,Undefined
Ireland,IRL,1994,0.70236605,Undefined
Ireland,IRL,1995,1.2012911,Very Low
Ireland,IRL,1996,1.1644903,Very Low
Ireland,IRL,1997,1.043913,Very Low
Ireland,IRL,1998,1.0329828,Very Low
Ireland,IRL,1999,1.0215297,Very Low
Ireland,IRL,2000,0.98170567,Undefined
Ireland,IRL,2001,1.3580506,Very Low
Ireland,IRL,2002,1.3352995,Very Low
Ireland,IRL,2003,0.9346491,Undefined
Ireland,IRL,2004,0.744056,Undefined
Ireland,IRL,2005,1.2617637,Very Low
Ireland,IRL,2006,1.4640574,Very Low
Ireland,IRL,2007,1.7890589,Very Low
Ireland,IRL,2008,1.1454515,Very Low
Ireland,IRL,2009,1.1778321,Very Low
Ireland,IRL,2010,1.215581,Very Low
Ireland,IRL,2011,0.92419386,Undefined
Ireland,IRL,2012,1.1392142,Very Low
Ireland,IRL,2013,1.1113939,Very Low
Ireland,IRL,2015,0.6644148,Undefined
Ireland,IRL,2016,0.72098243,Undefined
Ireland,IRL,2017,0.8172925,Undefined
Ireland,IRL,2018,0.80670065,Undefined
Ireland,IRL,2019,0.6535922,Undefined
Ireland,IRL,2020,0.6671898,Undefined
Ireland,IRL,2021,0.4411889,Undefined
Israel,ISR,1990,3.0604253,Low
Israel,ISR,1991,2.2659166,Low
Israel,ISR,1992,2.933424,Low
Israel,ISR,1993,2.7047775,Low
Israel,ISR,1994,2.6186373,Low
Israel,ISR,1995,2.0442677,Low
Israel,ISR,1996,2.0846345,Low
Israel,ISR,1997,2.7162166,Low
Israel,ISR,1998,2.5044706,Low
Israel,ISR,1999,2.2855854,Low
Israel,ISR,2000,2.5175912,Low
Israel,ISR,2001,3.0939493,Low
Israel,ISR,2002,3.272142,Low
Israel,ISR,2003,2.6405542,Low
Israel,ISR,2004,2.4105568,Low
Israel,ISR,2005,2.517082,Low
Israel,ISR,2006,2.2394361,Low
Israel,ISR,2007,1.9418864,Very Low
Israel,ISR,2008,1.6962277,Very Low
Israel,ISR,2009,2.0000827,Low
Israel,ISR,2010,2.046819,Low
Israel,ISR,2011,1.9705757,Very Low
Israel,ISR,2012,1.6859617,Very Low
Israel,ISR,2013,1.6436564,Very Low
Israel,ISR,2014,1.3733737,Very Low
Israel,ISR,2015,1.3736645,Very Low
Israel,ISR,2016,1.2746646,Very Low
Israel,ISR,2017,1.4802767,Very Low
Israel,ISR,2018,1.3717287,Very Low
Israel,ISR,2019,1.5334716,Very Low
Israel,ISR,2020,1.4273497,Very Low
Israel,ISR,2021,1.9438074,Very Low
Italy,ITA,1990,3.160868,Low
Italy,ITA,1991,3.412303,Low
Italy,ITA,1992,2.5970743,Low
Italy,ITA,1993,1.8832606,Very Low
Italy,ITA,1994,1.7034721,Very Low
Italy,ITA,1995,1.7790239,Very Low
Italy,ITA,1996,1.6748984,Very Low
Italy,ITA,1997,1.5335753,Very Low
Italy,ITA,1998,1.5613272,Very Low
Italy,ITA,1999,1.4382281,Very Low
Italy,ITA,2000,1.3446523,Very Low
Italy,ITA,2001,1.243969,Very Low
Italy,ITA,2002,1.1276963,Very Low
Italy,ITA,2005,1.0481122,Very Low
Italy,ITA,2006,1.0696578,Very Low
Italy,ITA,2007,1.0735221,Very Low
Italy,ITA,2008,1.0384264,Very Low
Italy,ITA,2009,0.99055046,Undefined
Italy,ITA,2010,0.8842834,Undefined
Italy,ITA,2011,0.9196023,Undefined
Italy,ITA,2012,0.8805428,Undefined
Italy,ITA,2013,0.8323302,Undefined
Italy,ITA,2014,0.7874304,Undefined
Italy,ITA,2015,0.77864414,Undefined
Italy,ITA,2016,0.6720047,Undefined
Italy,ITA,2017,0.6266246,Undefined
Italy,ITA,2018,0.5995582,Undefined
Italy,ITA,2019,0.53073996,Undefined
Italy,ITA,2020,0.47898695,Undefined
Italy,ITA,2021,0.51147586,Undefined
Jamaica,JAM,1990,22.742195,Very High
Jamaica,JAM,1991,23.467297,Very High
Jamaica,JAM,1992,25.959368,Very High
Jamaica,JAM,1993,26.717505,Very High
Jamaica,JAM,1994,27.856258,Very High
Jamaica,JAM,1995,31.083475,Very High
Jamaica,JAM,1996,36.51949,Very High
Jamaica,JAM,1997,40.626945,Very High
Jamaica,JAM,1998,33.338936,Very High
Jamaica,JAM,1999,32.893337,Very High
Jamaica,JAM,2000,33.955986,Very High
Jamaica,JAM,2001,43.383774,Very High
Jamaica,JAM,2002,39.609688,Very High
Jamaica,JAM,2003,36.7782,Very High
Jamaica,JAM,2004,55.21721,Very High
Jamaica,JAM,2005,62.535885,Very High
Jamaica,JAM,2006,49.820415,Very High
Jamaica,JAM,2007,58.64015,Very High
Jamaica,JAM,2008,59.711445,Very High
Jamaica,JAM,2009,61.82042,Very High
Jamaica,JAM,2010,52.928127,Very High
Jamaica,JAM,2011,41.25747,Very High
Jamaica,JAM,2012,39.930183,Very High
Jamaica,JAM,2013,43.34454,Very High
Jamaica,JAM,2014,36.0921,Very High
Jamaica,JAM,2015,43.264412,Very High
Jamaica,JAM,2016,48.310635,Very High
Jamaica,JAM,2017,58.646004,Very High
Jamaica,JAM,2018,45.84195,Very High
Jamaica,JAM,2019,47.62289,Very High
Jamaica,JAM,2020,47.262203,Very High
Jamaica,JAM,2021,52.127274,Very High
Japan,JPN,1990,0.54654384,Undefined
Japan,JPN,1991,0.51501524,Undefined
Japan,JPN,1992,0.5408025,Undefined
Japan,JPN,1993,0.57301044,Undefined
Japan,JPN,1994,0.6002273,Undefined
Japan,JPN,1995,0.5771961,Undefined
Japan,JPN,1996,0.5185871,Undefined
Japan,JPN,1997,0.56336695,Undefined
Japan,JPN,1998,0.6135776,Undefined
Japan,JPN,1999,0.581565,Undefined
Japan,JPN,2000,0.53468406,Undefined
Japan,JPN,2001,0.548535,Undefined
Japan,JPN,2002,0.5200243,Undefined
Japan,JPN,2003,0.5466566,Undefined
Japan,JPN,2004,0.5474998,Undefined
Japan,JPN,2005,0.5031363,Undefined
Japan,JPN,2006,0.48396364,Undefined
Japan,JPN,2007,0.44841498,Undefined
Japan,JPN,2008,0.5106278,Undefined
Japan,JPN,2009,0.39495137,Undefined
Japan,JPN,2010,0.36298227,Undefined
Japan,JPN,2011,0.34529293,Undefined
Japan,JPN,2012,0.3355398,Undefined
Japan,JPN,2013,0.2897894,Undefined
Japan,JPN,2014,0.30986047,Undefined
Japan,JPN,2015,0.28526312,Undefined
Japan,JPN,2016,0.28505316,Undefined
Japan,JPN,2017,0.24158695,Undefined
Japan,JPN,2018,0.26454216,Undefined
Japan,JPN,2019,0.2535939,Undefined
Japan,JPN,2020,0.25390282,Undefined
Japan,JPN,2021,0.22870894,Undefined
Jordan,JOR,1990,3.4476943,Low
Jordan,JOR,1991,3.3002589,Low
Jordan,JOR,1992,3.6463435,Low
Jordan,JOR,1993,4.0483255,Low
Jordan,JOR,1994,4.604777,Low
Jordan,JOR,1995,0.7850711,Undefined
Jordan,JOR,1996,0.9764194,Undefined
Jordan,JOR,1997,0.88726175,Undefined
Jordan,JOR,2007,1.7301421,Very Low
Jordan,JOR,2008,1.809171,Very Low
Jordan,JOR,2009,1.5043155,Very Low
Jordan,JOR,2010,1.6735778,Very Low
Jordan,JOR,2011,1.9831281,Very Low
Jordan,JOR,2012,2.2324328,Low
Jordan,JOR,2013,1.8713902,Very Low
Jordan,JOR,2014,1.9634961,Very Low
Jordan,JOR,2015,1.5904369,Very Low
Jordan,JOR,2016,1.3146466,Very Low
Jordan,JOR,2017,1.3019582,Very Low
Jordan,JOR,2018,0.8986731,Undefined
Jordan,JOR,2019,1.1403272,Very Low
Jordan,JOR,2020,0.98822176,Undefined
Jordan,JOR,2021,1.0225796,Very Low
Kazakhstan,KAZ,1990,8.745113,Medium
Kazakhstan,KAZ,1991,8.897367,Medium
Kazakhstan,KAZ,1992,11.030652,High
Kazakhstan,KAZ,1993,15.229954,High
Kazakhstan,KAZ,1994,15.220499,High
Kazakhstan,KAZ,1995,14.889569,High
Kazakhstan,KAZ,1996,16.25966,High
Kazakhstan,KAZ,1997,16.314346,High
Kazakhstan,KAZ,1998,16.3562,High
Kazakhstan,KAZ,1999,15.560831,High
Kazakhstan,KAZ,2000,15.259658,High
Kazakhstan,KAZ,2001,14.134937,High
Kazakhstan,KAZ,2002,12.823553,High
Kazakhstan,KAZ,2003,12.9145565,High
Kazakhstan,KAZ,2004,13.47127,High
Kazakhstan,KAZ,2008,11.156719,High
Kazakhstan,KAZ,2009,10.797221,High
Kazakhstan,KAZ,2010,8.341434,Medium
Kazakhstan,KAZ,2011,8.419846,Medium
Kazakhstan,KAZ,2012,7.402269,Medium
Kazakhstan,KAZ,2013,6.45692,Medium
Kazakhstan,KAZ,2014,5.1386127,Medium
Kazakhstan,KAZ,2015,4.782487,Low
Kazakhstan,KAZ,2017,4.995956,Low
Kazakhstan,KAZ,2020,3.192962,Low
Kenya,KEN,2004,3.4482226,Low
Kenya,KEN,2005,3.0231836,Low
Kenya,KEN,2006,2.9951317,Low
Kenya,KEN,2007,2.896301,Low
Kenya,KEN,2008,3.1009858,Low
Kenya,KEN,2009,4.725644,Low
Kenya,KEN,2010,4.638963,Low
Kenya,KEN,2011,5.3265915,Medium
Kenya,KEN,2012,5.429288,Medium
Kenya,KEN,2014,5.029252,Medium
Kenya,KEN,2015,4.825887,Low
Kenya,KEN,2016,4.933743,Low
Kenya,KEN,2017,5.0379853,Medium
Kenya,KEN,2018,3.1409333,Low
Kenya,KEN,2019,3.0931406,Low
Kenya,KEN,2020,3.5759778,Low
Kenya,KEN,2021,5.274913,Medium
Kosovo,OWID_KOS,2008,6.2660465,Medium
Kosovo,OWID_KOS,2009,4.061273,Low
Kosovo,OWID_KOS,2010,5.9133224,Medium
Kosovo,OWID_KOS,2011,3.4457116,Low
Kosovo,OWID_KOS,2012,4.968498,Low
Kosovo,OWID_KOS,2013,2.2706196,Low
Kosovo,OWID_KOS,2014,3.0936956,Low
Kosovo,OWID_KOS,2015,2.3875546,Low
Kosovo,OWID_KOS,2016,2.1705317,Low
Kosovo,OWID_KOS,2017,2.771898,Low
Kosovo,OWID_KOS,2018,2.5731566,Low
Kosovo,OWID_KOS,2019,1.4227626,Very Low
Kosovo,OWID_KOS,2020,2.2146425,Low
Kosovo,OWID_KOS,2021,1.9855483,Very Low
Kuwait,KWT,1996,0.9393434,Undefined
Kuwait,KWT,2001,1.9581518,Very Low
Kuwait,KWT,2002,1.1233958,Very Low
Kuwait,KWT,2003,1.3799628,Very Low
Kuwait,KWT,2004,1.9967675,Very Low
Kuwait,KWT,2005,1.8341216,Very Low
Kuwait,KWT,2006,1.9040293,Very Low
Kuwait,KWT,2007,2.3536272,Low
Kuwait,KWT,2008,1.4334589,Very Low
Kuwait,KWT,2009,1.7527857,Very Low
Kuwait,KWT,2010,2.038489,Low
Kuwait,KWT,2011,1.876695,Very Low
Kuwait,KWT,2012,1.7969383,Very Low
Kuwait,KWT,2017,1.1151773,Very Low
Kuwait,KWT,2018,0.85703987,Undefined
Kuwait,KWT,2019,0.36027116,Undefined
Kuwait,KWT,2020,0.25226787,Undefined
Latvia,LVA,1992,9.726298,Medium
Latvia,LVA,1993,14.665265,High
Latvia,LVA,1994,13.35147,High
Latvia,LVA,1995,11.205569,High
Latvia,LVA,1996,10.574965,High
Latvia,LVA,1997,10.884881,High
Latvia,LVA,1998,10.152956,High
Latvia,LVA,1999,9.438043,Medium
Latvia,LVA,2000,9.947631,Medium
Latvia,LVA,2001,9.282613,Medium
Latvia,LVA,2002,9.199775,Medium
Latvia,LVA,2012,3.4085884,Low
Latvia,LVA,2013,2.461252,Low
Latvia,LVA,2014,3.1824346,Low
Latvia,LVA,2015,3.3635306,Low
Latvia,LVA,2016,3.496369,Low
Latvia,LVA,2017,4.143514,Low
Latvia,LVA,2018,4.339671,Low
Latvia,LVA,2019,3.391501,Low
Latvia,LVA,2020,3.6899357,Low
Latvia,LVA,2021,3.0417538,Low
Lebanon,LBN,2008,3.744159,Low
Lebanon,LBN,2009,2.9286218,Low
Lebanon,LBN,2010,3.262741,Low
Lebanon,LBN,2011,3.3299925,Low
Lebanon,LBN,2012,3.746376,Low
Lebanon,LBN,2013,4.15577,Low
Lebanon,LBN,2014,3.825102,Low
Lebanon,LBN,2015,3.6099732,Low
Lebanon,LBN,2016,3.7548215,Low
Lebanon,LBN,2017,4.02668,Low
Lebanon,LBN,2018,2.8903487,Low
Lebanon,LBN,2019,3.1477506,Low
Lebanon,LBN,2020,2.2603166,Low
Lesotho,LSO,1990,28.84941,Very High
Lesotho,LSO,1991,30.008043,Very High
Lesotho,LSO,1992,34.436245,Very High
Lesotho,LSO,1993,35.26957,Very High
Lesotho,LSO,1994,43.59791,Very High
Lesotho,LSO,2007,45.123055,Very High
Lesotho,LSO,2008,37.69398,Very High
Liberia,LBR,2007,2.7527428,Low
Liberia,LBR,2008,4.677729,Low
Liberia,LBR,2009,3.713126,Low
Liberia,LBR,2010,3.2089903,Low
Liberia,LBR,2011,3.8506157,Low
Liberia,LBR,2012,3.1165302,Low
Lithuania,LTU,1990,4.7545505,Low
Lithuania,LTU,1991,5.6413393,Medium
Lithuania,LTU,1992,7.0078535,Medium
Lithuania,LTU,1993,10.980519,High
Lithuania,LTU,1994,12.332725,High
Lithuania,LTU,1995,13.396428,High
Lithuania,LTU,1996,10.881183,High
Lithuania,LTU,1997,10.582167,High
Lithuania,LTU,1998,8.484493,Medium
Lithuania,LTU,1999,8.503158,Medium
Lithuania,LTU,2000,10.278815,High
Lithuania,LTU,2001,9.915335,Medium
Lithuania,LTU,2002,8.33381,Medium
Lithuania,LTU,2004,10.021647,High
Lithuania,LTU,2005,11.027016,High
Lithuania,LTU,2006,8.667046,Medium
Lithuania,LTU,2007,8.46469,Medium
Lithuania,LTU,2008,9.242094,Medium
Lithuania,LTU,2009,7.9233346,Medium
Lithuania,LTU,2010,6.976703,Medium
Lithuania,LTU,2011,6.806896,Medium
Lithuania,LTU,2012,6.5941076,Medium
Lithuania,LTU,2013,6.5385604,Medium
Lithuania,LTU,2014,5.3089767,Medium
Lithuania,LTU,2015,5.80343,Medium
Lithuania,LTU,2016,5.2153044,Medium
Lithuania,LTU,2017,3.4429927,Low
Lithuania,LTU,2018,3.1987455,Low
Lithuania,LTU,2019,3.299307,Low
Lithuania,LTU,2020,3.5812218,Low
Lithuania,LTU,2021,2.5837471,Low
Luxembourg,LUX,1994,1.4923759,Very Low
Luxembourg,LUX,1995,0.4906344,Undefined
Luxembourg,LUX,1996,0.9680507,Undefined
Luxembourg,LUX,1997,0.9559967,Undefined
Luxembourg,LUX,1998,0.94434613,Undefined
Luxembourg,LUX,1999,1.3974662,Very Low
Luxembourg,LUX,2000,0.9182146,Undefined
Luxembourg,LUX,2001,2.0396624,Low
Luxembourg,LUX,2002,1.3455554,Very Low
Luxembourg,LUX,2003,0.66467047,Undefined
Luxembourg,LUX,2004,0.43688297,Undefined
Luxembourg,LUX,2005,0.86047506,Undefined
Luxembourg,LUX,2006,1.4817841,Very Low
Luxembourg,LUX,2007,1.458733,Very Low
Luxembourg,LUX,2008,1.6372122,Very Low
Luxembourg,LUX,2009,1.0042822,Very Low
Luxembourg,LUX,2010,1.9721162,Very Low
Luxembourg,LUX,2011,0.7718938,Undefined
Luxembourg,LUX,2012,0.0,Undefined
Luxembourg,LUX,2013,0.18413985,Undefined
Luxembourg,LUX,2014,0.71933454,Undefined
Luxembourg,LUX,2015,0.87810576,Undefined
Luxembourg,LUX,2016,0.8571169,Undefined
Luxembourg,LUX,2017,0.3354115,Undefined
Luxembourg,LUX,2018,0.49349168,Undefined
Luxembourg,LUX,2019,0.6451894,Undefined
Luxembourg,LUX,2020,0.4758887,Undefined
Luxembourg,LUX,2021,0.6256638,Undefined
Malawi,MWI,2000,6.233644,Medium
Malawi,MWI,2001,7.826891,Medium
Malawi,MWI,2002,4.8114057,Low
Malawi,MWI,2003,2.4818072,Low
Malawi,MWI,2004,3.3114872,Low
Malawi,MWI,2005,1.5679328,Very Low
Malawi,MWI,2006,6.25843,Medium
Malawi,MWI,2007,5.112829,Medium
Malawi,MWI,2008,5.615784,Medium
Malawi,MWI,2009,2.2379293,Low
Malawi,MWI,2010,3.5329876,Low
Malawi,MWI,2011,2.2646103,Low
Malawi,MWI,2012,1.7906137,Very Low
Malaysia,MYS,1990,1.7868301,Very Low
Malaysia,MYS,1991,2.1312654,Low
Malaysia,MYS,1992,1.9755263,Very Low
Malaysia,MYS,1993,1.8897561,Very Low
Malaysia,MYS,1994,1.7152743,Very Low
Malaysia,MYS,1995,1.9665402,Very Low
Malaysia,MYS,1996,2.1605632,Low
Malaysia,MYS,1997,2.5412748,Low
Malaysia,MYS,1998,2.8839264,Low
Malaysia,MYS,1999,2.6286786,Low
Malaysia,MYS,2000,2.4013789,Low
Malaysia,MYS,2001,2.1960268,Low
Malaysia,MYS,2002,2.3402767,Low
Malaysia,MYS,2003,2.2838054,Low
Malaysia,MYS,2004,1.9618487,Very Low
Malaysia,MYS,2005,2.329929,Low
Malaysia,MYS,2006,2.21808,Low
Malaysia,MYS,2007,2.406561,Low
Malaysia,MYS,2008,2.1580162,Low
Malaysia,MYS,2009,1.9881488,Very Low
Malaysia,MYS,2010,1.8803715,Very Low
Malaysia,MYS,2011,1.8160553,Very Low
Malaysia,MYS,2012,2.0296552,Low
Malaysia,MYS,2013,2.0806503,Low
Malaysia,MYS,2014,1.666315,Very Low
Malaysia,MYS,2015,1.6028925,Very Low
Malaysia,MYS,2016,1.446406,Very Low
Malaysia,MYS,2017,1.1852711,Very Low
Malaysia,MYS,2018,0.996936,Undefined
Malaysia,MYS,2019,0.94500613,Undefined
Malaysia,MYS,2020,0.76204836,Undefined
Malaysia,MYS,2021,0.72377706,Undefined
Maldives,MDV,1990,0.44452938,Undefined
Maldives,MDV,1995,0.77456933,Undefined
Maldives,MDV,1997,2.2301517,Low
Maldives,MDV,2001,2.4362783,Low
Maldives,MDV,2002,2.7370687,Low
Maldives,MDV,2007,0.9227192,Undefined
Maldives,MDV,2008,1.4841948,Very Low
Maldives,MDV,2009,1.7190155,Very Low
Maldives,MDV,2010,1.659409,Very Low
Maldives,MDV,2011,0.8011954,Undefined
Maldives,MDV,2012,2.580382,Low
Maldives,MDV,2013,0.7486375,Undefined
Maldives,MDV,2015,0.9183116,Undefined
Maldives,MDV,2016,3.962554,Low
Maldives,MDV,2017,7.1966505,Medium
Maldives,MDV,2019,0.59463876,Undefined
Malta,MLT,1990,1.0947162,Very Low
Malta,MLT,1991,0.813737,Undefined
Malta,MLT,1992,1.6134259,Very Low
Malta,MLT,1993,1.8654653,Very Low
Malta,MLT,1994,0.79247046,Undefined
Malta,MLT,1998,1.2739421,Very Low
Malta,MLT,1999,2.5253642,Low
Malta,MLT,2000,1.0019752,Very Low
Malta,MLT,2001,1.4919751,Very Low
Malta,MLT,2002,1.4825852,Very Low
Malta,MLT,2004,1.7123351,Very Low
Malta,MLT,2005,0.97511506,Undefined
Malta,MLT,2006,0.0,Undefined
Malta,MLT,2007,0.9706829,Undefined
Malta,MLT,2008,1.4513736,Very Low
Malta,MLT,2009,0.96269554,Undefined
Malta,MLT,2010,0.9552125,Undefined
Malta,MLT,2011,0.7082638,Undefined
Malta,MLT,2012,2.7913015,Low
Malta,MLT,2013,1.5999086,Very Low
Malta,MLT,2014,1.3439626,Very Low
Malta,MLT,2015,0.8760815,Undefined
Malta,MLT,2016,1.06905,Very Low
Malta,MLT,2017,1.6684151,Very Low
Malta,MLT,2018,1.6273856,Very Low
Malta,MLT,2019,0.9927835,Undefined
Malta,MLT,2020,1.3582791,Very Low
Malta,MLT,2021,0.3796882,Undefined
Mauritania,MRT,2018,1.241011,Very Low
Mauritania,MRT,2019,1.0949284,Very Low
Mauritania,MRT,2020,1.0225395,Very Low
Mauritius,MUS,1990,1.8343743,Very Low
Mauritius,MUS,1991,2.6261942,Low
Mauritius,MUS,1992,2.7710388,Low
Mauritius,MUS,1993,1.8530742,Very Low
Mauritius,MUS,1994,2.3536365,Low
Mauritius,MUS,1995,2.154787,Low
Mauritius,MUS,1996,2.899683,Low
Mauritius,MUS,1997,2.0265872,Low
Mauritius,MUS,1998,2.5944028,Low
Mauritius,MUS,1999,1.9080597,Very Low
Mauritius,MUS,2000,2.1382802,Low
Mauritius,MUS,2009,2.9690573,Low
Mauritius,MUS,2010,2.5714352,Low
Mauritius,MUS,2011,2.4878802,Low
Mauritius,MUS,2012,2.1726573,Low
Mauritius,MUS,2013,2.7117248,Low
Mauritius,MUS,2014,1.4704591,Very Low
Mauritius,MUS,2015,1.6239377,Very Low
Mauritius,MUS,2016,1.6229864,Very Low
Mauritius,MUS,2017,2.5487733,Low
Mauritius,MUS,2018,2.8563013,Low
Mauritius,MUS,2019,2.082885,Low
Mauritius,MUS,2020,2.6968145,Low
Mauritius,MUS,2021,2.6175704,Low
Mexico,MEX,1990,17.734856,High
Mexico,MEX,1991,18.149622,High
Mexico,MEX,1992,19.523924,High
Mexico,MEX,1993,18.511583,High
Mexico,MEX,1994,17.934782,High
Mexico,MEX,1995,17.352533,High
Mexico,MEX,1996,15.837478,High
Mexico,MEX,1997,14.54341,High
Mexico,MEX,1998,14.410036,High
Mexico,MEX,1999,12.71503,High
Mexico,MEX,2000,10.970289,High
Mexico,MEX,2001,10.347677,High
Mexico,MEX,2002,9.9963255,Medium
Mexico,MEX,2003,9.847764,Medium
Mexico,MEX,2004,8.974869,Medium
Mexico,MEX,2005,9.408928,Medium
Mexico,MEX,2006,9.77857,Medium
Mexico,MEX,2007,8.187218,Medium
Mexico,MEX,2008,12.769354,High
Mexico,MEX,2009,17.8326,High
Mexico,MEX,2010,22.88852,Very High
Mexico,MEX,2011,23.839584,Very High
Mexico,MEX,2012,22.432549,Very High
Mexico,MEX,2013,19.663113,High
Mexico,MEX,2014,16.849691,High
Mexico,MEX,2015,17.28008,High
Mexico,MEX,2016,20.209972,Very High
Mexico,MEX,2017,26.114616,Very High
Mexico,MEX,2018,29.581371,Very High
Mexico,MEX,2019,29.308798,Very High
Mexico,MEX,2020,29.185314,Very High
Mexico,MEX,2021,28.175653,Very High
Moldova,MDA,1990,6.4729276,Medium
Moldova,MDA,1991,6.4574633,Medium
Moldova,MDA,1992,11.101465,High
Moldova,MDA,1993,8.612078,Medium
Moldova,MDA,1994,8.945886,Medium
Moldova,MDA,1995,9.010964,Medium
Moldova,MDA,1996,9.028948,Medium
Moldova,MDA,1997,9.42239,Medium
Moldova,MDA,1998,8.613691,Medium
Moldova,MDA,1999,9.084704,Medium
Moldova,MDA,2000,10.184465,High
Moldova,MDA,2001,9.784547,Medium
Moldova,MDA,2002,9.668144,Medium
Moldova,MDA,2003,7.791925,Medium
Moldova,MDA,2004,6.844584,Medium
Moldova,MDA,2005,7.3974442,Medium
Moldova,MDA,2006,6.6451116,Medium
Moldova,MDA,2007,5.5973377,Medium
Moldova,MDA,2008,6.1902905,Medium
Moldova,MDA,2009,6.560888,Medium
Moldova,MDA,2010,7.2046385,Medium
Moldova,MDA,2011,6.0081334,Medium
Moldova,MDA,2012,6.529443,Medium
Moldova,MDA,2013,6.7027063,Medium
Moldova,MDA,2014,4.822761,Low
Moldova,MDA,2015,5.7667875,Medium
Moldova,MDA,2016,6.201314,Medium
Moldova,MDA,2017,4.4332566,Low
Moldova,MDA,2018,5.283533,Medium
Moldova,MDA,2019,3.8913121,Low
Moldova,MDA,2020,3.0147362,Low
Mongolia,MNG,2003,13.630294,High
Mongolia,MNG,2004,13.1208315,High
Mongolia,MNG,2005,15.551401,High
Mongolia,MNG,2006,13.01699,High
Mongolia,MNG,2007,11.321582,High
Mongolia,MNG,2008,8.048939,Medium
Mongolia,MNG,2009,8.212358,Medium
Mongolia,MNG,2010,8.843597,Medium
Mongolia,MNG,2011,9.694098,Medium
Mongolia,MNG,2012,7.1266165,Medium
Mongolia,MNG,2013,7.3106775,Medium
Mongolia,MNG,2014,7.337686,Medium
Mongolia,MNG,2015,7.21815,Medium
Mongolia,MNG,2016,6.0735,Medium
Mongolia,MNG,2017,6.169192,Medium
Mongolia,MNG,2018,6.194708,Medium
Mongolia,MNG,2019,6.341979,Medium
Mongolia,MNG,2020,6.2228036,Medium
Mongolia,MNG,2021,6.153327,Medium
Montenegro,MNE,2002,4.2671757,Low
Montenegro,MNE,2007,1.898967,Very Low
Montenegro,MNE,2008,3.8006766,Low
Montenegro,MNE,2009,3.327091,Low
Montenegro,MNE,2010,2.3770134,Low
Montenegro,MNE,2011,3.3238997,Low
Montenegro,MNE,2012,2.6854098,Low
Montenegro,MNE,2013,1.5774226,Very Low
Montenegro,MNE,2014,3.1531096,Low
Montenegro,MNE,2015,2.6815298,Low
Montenegro,MNE,2016,4.4215403,Low
Montenegro,MNE,2017,2.371774,Low
Montenegro,MNE,2018,2.2171035,Low
Montenegro,MNE,2019,3.6485002,Low
Montenegro,MNE,2020,2.861469,Low
Montenegro,MNE,2021,2.3890734,Low
Morocco,MAR,1990,0.36221838,Undefined
Morocco,MAR,1991,0.49623656,Undefined
Morocco,MAR,1992,0.5196712,Undefined
Morocco,MAR,1993,0.57349277,Undefined
Morocco,MAR,1994,0.7022485,Undefined
