Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon
Venezuela,VEN,2019,40.984848,Very High
Venezuela,VEN,2020,29.4274,Very High
Venezuela,VEN,2021,19.305056,High
Vietnam,VNM,2001,1.2578652,Very Low
Vietnam,VNM,2002,1.3231268,Very Low
Vietnam,VNM,2003,1.299772,Very Low
Vietnam,VNM,2004,1.2914399,Very Low
Vietnam,VNM,2005,1.2665064,Very Low
Vietnam,VNM,2006,1.2483354,Very Low
Vietnam,VNM,2007,1.3779716,Very Low
Vietnam,VNM,2008,1.275742,Very Low
Vietnam,VNM,2009,1.425715,Very Low
Vietnam,VNM,2010,1.5284115,Very Low
Vietnam,VNM,2011,1.5370839,Very Low
Yemen,YEM,1998,3.4927042,Low
Yemen,YEM,1999,5.652914,Medium
Yemen,YEM,2000,3.7415385,Low
Yemen,YEM,2003,3.487082,Low
Yemen,YEM,2004,3.1157446,Low
Yemen,YEM,2009,4.1199207,Low
Yemen,YEM,2010,4.4414907,Low
Yemen,YEM,2011,5.3973193,Medium
Yemen,YEM,2012,6.1624374,Medium
Yemen,YEM,2013,6.3111467,Medium
Zambia,ZMB,1990,7.1554947,Medium
Zambia,ZMB,1991,8.67969,Medium
Zambia,ZMB,1992,9.511617,Medium
Zambia,ZMB,1993,9.007465,Medium
Zambia,ZMB,1994,9.806217,Medium
Zambia,ZMB,1998,9.303884,Medium
Zambia,ZMB,1999,11.142016,High
Zambia,ZMB,2000,8.05772,Medium
Zambia,ZMB,2008,5.3995323,Medium
Zambia,ZMB,2009,6.0969715,Medium
Zambia,ZMB,2010,5.901935,Medium
Zambia,ZMB,2011,6.049427,Medium
Zambia,ZMB,2012,6.002174,Medium
Zambia,ZMB,2013,5.6908526,Medium
Zambia,ZMB,2014,5.242158,Medium
Zambia,ZMB,2015,5.2498026,Medium
Zimbabwe,ZWE,1990,5.803898,Medium
Zimbabwe,ZWE,2001,12.836898,High
Zimbabwe,ZWE,2002,13.54233,High
Zimbabwe,ZWE,2003,11.262167,High
Zimbabwe,ZWE,2004,11.150508,High
Zimbabwe,ZWE,2005,11.043168,High
Zimbabwe,ZWE,2006,8.693896,Medium
Zimbabwe,ZWE,2010,5.5374823,Medium
Zimbabwe,ZWE,2012,7.395217,Medium
Zimbabwe,ZWE,2018,4.876369,Low
Zimbabwe,ZWE,2019,5.1450353,Medium
Zimbabwe,ZWE,2020,4.9777703,Low
Zimbabwe,ZWE,2021,6.139985,Medium
